CERT,date,target_date
34011,2015-12-31,2016-03-31
34011,2016-03-31,2016-06-30
34011,2016-06-30,2016-09-30
34011,2016-09-30,2016-12-31
34011,2016-12-31,2017-03-31
34011,2017-03-31,2017-06-30
34011,2017-06-30,2017-09-30
34011,2017-09-30,2017-12-31
34011,2017-12-31,2018-03-31
34011,2018-03-31,2018-06-30
34011,2018-06-30,2018-09-30
34011,2018-09-30,2018-12-31
34011,2018-12-31,2019-03-31
34011,2019-03-31,2019-06-30
34011,2019-06-30,2019-09-30
34011,2019-09-30,2019-12-31
34011,2019-12-31,2020-03-31
34011,2020-03-31,2020-06-30
34011,2020-06-30,2020-09-30
34011,2020-09-30,2020-12-31
34011,2020-12-31,2021-03-31
34011,2021-03-31,2021-06-30
34011,2021-06-30,2021-09-30
34011,2021-09-30,2021-12-31
34011,2021-12-31,2022-03-31
34011,2022-03-31,2022-06-30
34011,2022-06-30,2022-09-30
34011,2022-09-30,2022-12-31
34014,2013-06-30,2013-09-30
34014,2013-09-30,2013-12-31
34014,2013-12-31,2014-03-31
34014,2014-03-31,2014-06-30
34014,2014-06-30,2014-09-30
34014,2014-09-30,2014-12-31
34014,2014-12-31,2015-03-31
34014,2015-03-31,2015-06-30
34014,2015-06-30,2015-09-30
34014,2015-09-30,2015-12-31
34014,2015-12-31,2016-03-31
34014,2016-03-31,2016-06-30
34014,2016-06-30,2016-09-30
34014,2016-09-30,2016-12-31
34014,2016-12-31,2017-03-31
34014,2017-03-31,2017-06-30
34014,2017-06-30,2017-09-30
34014,2017-09-30,2017-12-31
34014,2017-12-31,2018-03-31
34014,2018-03-31,2018-06-30
34014,2018-06-30,2018-09-30
34014,2018-09-30,2018-12-31
34014,2018-12-31,2019-03-31
34014,2019-03-31,2019-06-30
34014,2019-06-30,2019-09-30
34014,2019-09-30,2019-12-31
34014,2019-12-31,2020-03-31
34014,2020-03-31,2020-06-30
34014,2020-06-30,2020-09-30
34014,2020-09-30,2020-12-31
34014,2020-12-31,2021-03-31
34014,2021-03-31,2021-06-30
34014,2021-06-30,2021-09-30
34014,2021-09-30,2021-12-31
34014,2021-12-31,2022-03-31
34014,2022-03-31,2022-06-30
34014,2022-06-30,2022-09-30
34014,2022-09-30,2022-12-31
34019,2013-06-30,2013-09-30
34019,2013-09-30,2013-12-31
34019,2013-12-31,2014-03-31
34019,2014-03-31,2014-06-30
34019,2014-06-30,2014-09-30
34019,2014-09-30,2014-12-31
34019,2014-12-31,2015-03-31
34019,2015-03-31,2015-06-30
34020,2013-06-30,2013-09-30
34020,2013-09-30,2013-12-31
34020,2013-12-31,2014-03-31
34020,2014-03-31,2014-06-30
34020,2014-06-30,2014-09-30
34020,2014-09-30,2014-12-31
34020,2014-12-31,2015-03-31
34020,2015-03-31,2015-06-30
34020,2015-06-30,2015-09-30
34020,2015-09-30,2015-12-31
34020,2015-12-31,2016-03-31
34020,2016-03-31,2016-06-30
34020,2016-06-30,2016-09-30
34020,2016-09-30,2016-12-31
34020,2016-12-31,2017-03-31
34020,2017-03-31,2017-06-30
34020,2017-06-30,2017-09-30
34020,2017-09-30,2017-12-31
34020,2017-12-31,2018-03-31
34020,2018-03-31,2018-06-30
34020,2018-06-30,2018-09-30
34020,2018-09-30,2018-12-31
34020,2018-12-31,2019-03-31
34020,2019-03-31,2019-06-30
34020,2019-06-30,2019-09-30
34020,2019-09-30,2019-12-31
34020,2019-12-31,2020-03-31
34020,2020-03-31,2020-06-30
34020,2020-06-30,2020-09-30
34020,2020-09-30,2020-12-31
34020,2020-12-31,2021-03-31
34020,2021-03-31,2021-06-30
34020,2021-06-30,2021-09-30
34020,2021-09-30,2021-12-31
34020,2021-12-31,2022-03-31
34020,2022-03-31,2022-06-30
34020,2022-06-30,2022-09-30
34020,2022-09-30,2022-12-31
34022,2013-06-30,2013-09-30
34022,2013-09-30,2013-12-31
34022,2013-12-31,2014-03-31
34022,2014-03-31,2014-06-30
34022,2014-06-30,2014-09-30
34022,2014-09-30,2014-12-31
34022,2014-12-31,2015-03-31
34022,2015-03-31,2015-06-30
34022,2015-06-30,2015-09-30
34022,2015-09-30,2015-12-31
34022,2015-12-31,2016-03-31
34022,2016-03-31,2016-06-30
34023,2013-06-30,2013-09-30
34023,2013-09-30,2013-12-31
34023,2013-12-31,2014-03-31
34023,2014-03-31,2014-06-30
34023,2014-06-30,2014-09-30
34023,2014-09-30,2014-12-31
34023,2014-12-31,2015-03-31
34023,2015-03-31,2015-06-30
34023,2015-06-30,2015-09-30
34023,2015-09-30,2015-12-31
34023,2015-12-31,2016-03-31
34023,2016-03-31,2016-06-30
34023,2016-06-30,2016-09-30
34023,2016-09-30,2016-12-31
34023,2016-12-31,2017-03-31
34023,2017-03-31,2017-06-30
34023,2017-06-30,2017-09-30
34023,2017-09-30,2017-12-31
34023,2017-12-31,2018-03-31
34023,2018-03-31,2018-06-30
34023,2018-06-30,2018-09-30
34023,2018-09-30,2018-12-31
34023,2018-12-31,2019-03-31
34023,2019-03-31,2019-06-30
34023,2019-06-30,2019-09-30
34023,2019-09-30,2019-12-31
34023,2019-12-31,2020-03-31
34023,2020-03-31,2020-06-30
34023,2020-06-30,2020-09-30
34023,2020-09-30,2020-12-31
34023,2020-12-31,2021-03-31
34023,2021-03-31,2021-06-30
34023,2021-06-30,2021-09-30
34023,2021-09-30,2021-12-31
34023,2021-12-31,2022-03-31
34023,2022-03-31,2022-06-30
34023,2022-06-30,2022-09-30
34023,2022-09-30,2022-12-31
34038,2013-06-30,2013-09-30
34038,2013-09-30,2013-12-31
34038,2013-12-31,2014-03-31
34038,2014-03-31,2014-06-30
34038,2014-06-30,2014-09-30
34038,2014-09-30,2014-12-31
34038,2014-12-31,2015-03-31
34038,2015-03-31,2015-06-30
34038,2015-06-30,2015-09-30
34038,2015-09-30,2015-12-31
34038,2015-12-31,2016-03-31
34038,2016-03-31,2016-06-30
34038,2016-06-30,2016-09-30
34038,2016-09-30,2016-12-31
34038,2016-12-31,2017-03-31
34038,2017-03-31,2017-06-30
34038,2017-06-30,2017-09-30
34038,2017-09-30,2017-12-31
34038,2017-12-31,2018-03-31
34038,2018-03-31,2018-06-30
34038,2018-06-30,2018-09-30
34038,2018-09-30,2018-12-31
34038,2018-12-31,2019-03-31
34038,2019-03-31,2019-06-30
34038,2019-06-30,2019-09-30
34038,2019-09-30,2019-12-31
34038,2019-12-31,2020-03-31
34038,2020-03-31,2020-06-30
34038,2020-06-30,2020-09-30
34038,2020-09-30,2020-12-31
34038,2020-12-31,2021-03-31
34038,2021-03-31,2021-06-30
34038,2021-06-30,2021-09-30
34038,2021-09-30,2021-12-31
34038,2021-12-31,2022-03-31
34038,2022-03-31,2022-06-30
34038,2022-06-30,2022-09-30
34038,2022-09-30,2022-12-31
34040,2013-06-30,2013-09-30
34040,2013-09-30,2013-12-31
34040,2013-12-31,2014-03-31
34040,2014-03-31,2014-06-30
34040,2014-06-30,2014-09-30
34040,2014-09-30,2014-12-31
34040,2014-12-31,2015-03-31
34040,2015-03-31,2015-06-30
34040,2015-06-30,2015-09-30
34040,2015-09-30,2015-12-31
34040,2015-12-31,2016-03-31
34040,2016-03-31,2016-06-30
34040,2016-06-30,2016-09-30
34040,2016-09-30,2016-12-31
34040,2016-12-31,2017-03-31
34040,2017-03-31,2017-06-30
34040,2017-06-30,2017-09-30
34040,2017-09-30,2017-12-31
34040,2017-12-31,2018-03-31
34040,2018-03-31,2018-06-30
34040,2018-06-30,2018-09-30
34040,2018-09-30,2018-12-31
34040,2018-12-31,2019-03-31
34040,2019-03-31,2019-06-30
34040,2019-06-30,2019-09-30
34040,2019-09-30,2019-12-31
34040,2019-12-31,2020-03-31
34040,2020-03-31,2020-06-30
34040,2020-06-30,2020-09-30
34040,2020-09-30,2020-12-31
34040,2020-12-31,2021-03-31
34040,2021-03-31,2021-06-30
34040,2021-06-30,2021-09-30
34040,2021-09-30,2021-12-31
34040,2021-12-31,2022-03-31
34040,2022-03-31,2022-06-30
34040,2022-06-30,2022-09-30
34040,2022-09-30,2022-12-31
34047,2013-06-30,2013-09-30
34047,2013-09-30,2013-12-31
34047,2013-12-31,2014-03-31
34047,2014-03-31,2014-06-30
34047,2014-06-30,2014-09-30
34047,2014-09-30,2014-12-31
34047,2014-12-31,2015-03-31
34047,2015-03-31,2015-06-30
34047,2015-06-30,2015-09-30
34047,2015-09-30,2015-12-31
34047,2015-12-31,2016-03-31
34047,2016-03-31,2016-06-30
34047,2016-06-30,2016-09-30
34047,2016-09-30,2016-12-31
34047,2016-12-31,2017-03-31
34047,2017-03-31,2017-06-30
34047,2017-06-30,2017-09-30
34047,2017-09-30,2017-12-31
34047,2017-12-31,2018-03-31
34047,2018-03-31,2018-06-30
34047,2018-06-30,2018-09-30
34047,2018-09-30,2018-12-31
34047,2018-12-31,2019-03-31
34047,2019-03-31,2019-06-30
34047,2019-06-30,2019-09-30
34047,2019-09-30,2019-12-31
34047,2019-12-31,2020-03-31
34047,2020-03-31,2020-06-30
34047,2020-06-30,2020-09-30
34047,2020-09-30,2020-12-31
34047,2020-12-31,2021-03-31
34047,2021-03-31,2021-06-30
34047,2021-06-30,2021-09-30
34047,2021-09-30,2021-12-31
34047,2021-12-31,2022-03-31
34047,2022-03-31,2022-06-30
34047,2022-06-30,2022-09-30
34047,2022-09-30,2022-12-31
34052,2013-06-30,2013-09-30
34052,2013-09-30,2013-12-31
34052,2013-12-31,2014-03-31
34052,2014-03-31,2014-06-30
34052,2014-06-30,2014-09-30
34052,2014-09-30,2014-12-31
34052,2014-12-31,2015-03-31
34052,2015-03-31,2015-06-30
34052,2015-06-30,2015-09-30
34052,2015-09-30,2015-12-31
34052,2015-12-31,2016-03-31
34052,2016-03-31,2016-06-30
34052,2016-06-30,2016-09-30
34052,2016-09-30,2016-12-31
34052,2016-12-31,2017-03-31
34052,2017-03-31,2017-06-30
34052,2017-06-30,2017-09-30
34052,2017-09-30,2017-12-31
34052,2017-12-31,2018-03-31
34052,2018-03-31,2018-06-30
34052,2018-06-30,2018-09-30
34052,2018-09-30,2018-12-31
34052,2018-12-31,2019-03-31
34052,2019-03-31,2019-06-30
34052,2019-06-30,2019-09-30
34052,2019-09-30,2019-12-31
34052,2019-12-31,2020-03-31
34052,2020-03-31,2020-06-30
34052,2020-06-30,2020-09-30
34052,2020-09-30,2020-12-31
34052,2020-12-31,2021-03-31
34052,2021-03-31,2021-06-30
34052,2021-06-30,2021-09-30
34052,2021-09-30,2021-12-31
34052,2021-12-31,2022-03-31
34052,2022-03-31,2022-06-30
34052,2022-06-30,2022-09-30
34052,2022-09-30,2022-12-31
34058,2013-06-30,2013-09-30
34058,2013-09-30,2013-12-31
34058,2013-12-31,2014-03-31
34058,2014-03-31,2014-06-30
34058,2014-06-30,2014-09-30
34058,2014-09-30,2014-12-31
34058,2014-12-31,2015-03-31
34058,2015-03-31,2015-06-30
34058,2015-06-30,2015-09-30
34058,2015-09-30,2015-12-31
34058,2015-12-31,2016-03-31
34058,2016-03-31,2016-06-30
34058,2016-06-30,2016-09-30
34058,2016-09-30,2016-12-31
34058,2016-12-31,2017-03-31
34058,2017-03-31,2017-06-30
34058,2017-06-30,2017-09-30
34058,2017-09-30,2017-12-31
34058,2017-12-31,2018-03-31
34058,2018-03-31,2018-06-30
34058,2018-06-30,2018-09-30
34058,2018-09-30,2018-12-31
34058,2018-12-31,2019-03-31
34058,2019-03-31,2019-06-30
34058,2019-06-30,2019-09-30
34058,2019-09-30,2019-12-31
34058,2019-12-31,2020-03-31
34058,2020-03-31,2020-06-30
34058,2020-06-30,2020-09-30
34058,2020-09-30,2020-12-31
34058,2020-12-31,2021-03-31
34058,2021-03-31,2021-06-30
34058,2021-06-30,2021-09-30
34058,2021-09-30,2021-12-31
34058,2021-12-31,2022-03-31
34058,2022-03-31,2022-06-30
34058,2022-06-30,2022-09-30
34058,2022-09-30,2022-12-31
34060,2013-06-30,2013-09-30
34060,2013-09-30,2013-12-31
34060,2013-12-31,2014-03-31
34060,2014-03-31,2014-06-30
34060,2014-06-30,2014-09-30
34060,2014-09-30,2014-12-31
34060,2014-12-31,2015-03-31
34060,2015-03-31,2015-06-30
34060,2015-06-30,2015-09-30
34060,2015-09-30,2015-12-31
34060,2015-12-31,2016-03-31
34060,2016-03-31,2016-06-30
34060,2016-06-30,2016-09-30
34060,2016-09-30,2016-12-31
34060,2016-12-31,2017-03-31
34060,2017-03-31,2017-06-30
34060,2017-06-30,2017-09-30
34060,2017-09-30,2017-12-31
34060,2017-12-31,2018-03-31
34068,2013-06-30,2013-09-30
34068,2013-09-30,2013-12-31
34068,2013-12-31,2014-03-31
34068,2014-03-31,2014-06-30
34068,2014-06-30,2014-09-30
34068,2014-09-30,2014-12-31
34068,2014-12-31,2015-03-31
34068,2015-03-31,2015-06-30
34068,2015-06-30,2015-09-30
34068,2015-09-30,2015-12-31
34068,2015-12-31,2016-03-31
34068,2016-03-31,2016-06-30
34068,2016-06-30,2016-09-30
34068,2016-09-30,2016-12-31
34068,2016-12-31,2017-03-31
34068,2017-03-31,2017-06-30
34068,2017-06-30,2017-09-30
34068,2017-09-30,2017-12-31
34068,2017-12-31,2018-03-31
34068,2018-03-31,2018-06-30
34068,2018-06-30,2018-09-30
34068,2018-09-30,2018-12-31
34068,2018-12-31,2019-03-31
34068,2019-03-31,2019-06-30
34068,2019-06-30,2019-09-30
34068,2019-09-30,2019-12-31
34068,2019-12-31,2020-03-31
34068,2020-03-31,2020-06-30
34068,2020-06-30,2020-09-30
34068,2020-09-30,2020-12-31
34068,2020-12-31,2021-03-31
34068,2021-03-31,2021-06-30
34068,2021-06-30,2021-09-30
34068,2021-09-30,2021-12-31
34068,2021-12-31,2022-03-31
34068,2022-03-31,2022-06-30
34068,2022-06-30,2022-09-30
34068,2022-09-30,2022-12-31
34069,2013-06-30,2013-09-30
34069,2013-09-30,2013-12-31
34069,2013-12-31,2014-03-31
34069,2014-03-31,2014-06-30
34069,2014-06-30,2014-09-30
34069,2014-09-30,2014-12-31
34069,2014-12-31,2015-03-31
34069,2015-03-31,2015-06-30
34069,2015-06-30,2015-09-30
34069,2015-09-30,2015-12-31
34069,2015-12-31,2016-03-31
34069,2016-03-31,2016-06-30
34069,2016-06-30,2016-09-30
34069,2016-09-30,2016-12-31
34069,2016-12-31,2017-03-31
34069,2017-03-31,2017-06-30
34069,2017-06-30,2017-09-30
34069,2017-09-30,2017-12-31
34069,2017-12-31,2018-03-31
34069,2018-03-31,2018-06-30
34069,2018-06-30,2018-09-30
34069,2018-09-30,2018-12-31
34069,2018-12-31,2019-03-31
34069,2019-03-31,2019-06-30
34069,2019-06-30,2019-09-30
34069,2019-09-30,2019-12-31
34069,2019-12-31,2020-03-31
34069,2020-03-31,2020-06-30
34069,2020-06-30,2020-09-30
34069,2020-09-30,2020-12-31
34069,2020-12-31,2021-03-31
34069,2021-03-31,2021-06-30
34069,2021-06-30,2021-09-30
34069,2021-09-30,2021-12-31
34069,2021-12-31,2022-03-31
34069,2022-03-31,2022-06-30
34069,2022-06-30,2022-09-30
34069,2022-09-30,2022-12-31
34071,2013-06-30,2013-09-30
34071,2013-09-30,2013-12-31
34071,2013-12-31,2014-03-31
34071,2014-03-31,2014-06-30
34072,2013-06-30,2013-09-30
34072,2013-09-30,2013-12-31
34072,2013-12-31,2014-03-31
34072,2014-03-31,2014-06-30
34072,2014-06-30,2014-09-30
34072,2014-09-30,2014-12-31
34072,2014-12-31,2015-03-31
34072,2015-03-31,2015-06-30
34072,2015-06-30,2015-09-30
34072,2015-09-30,2015-12-31
34072,2015-12-31,2016-03-31
34072,2016-03-31,2016-06-30
34072,2016-06-30,2016-09-30
34072,2016-09-30,2016-12-31
34072,2016-12-31,2017-03-31
34072,2017-03-31,2017-06-30
34072,2017-06-30,2017-09-30
34072,2017-09-30,2017-12-31
34072,2017-12-31,2018-03-31
34072,2018-03-31,2018-06-30
34072,2018-06-30,2018-09-30
34072,2018-09-30,2018-12-31
34072,2018-12-31,2019-03-31
34072,2019-03-31,2019-06-30
34073,2013-06-30,2013-09-30
34073,2013-09-30,2013-12-31
34073,2013-12-31,2014-03-31
34073,2014-03-31,2014-06-30
34073,2014-06-30,2014-09-30
34073,2014-09-30,2014-12-31
34073,2014-12-31,2015-03-31
34073,2015-03-31,2015-06-30
34073,2015-06-30,2015-09-30
34073,2015-09-30,2015-12-31
34073,2015-12-31,2016-03-31
34073,2016-03-31,2016-06-30
34073,2016-06-30,2016-09-30
34073,2016-09-30,2016-12-31
34073,2016-12-31,2017-03-31
34073,2017-03-31,2017-06-30
34073,2017-06-30,2017-09-30
34073,2017-09-30,2017-12-31
34073,2017-12-31,2018-03-31
34073,2018-03-31,2018-06-30
34073,2018-06-30,2018-09-30
34073,2018-09-30,2018-12-31
34073,2018-12-31,2019-03-31
34073,2019-03-31,2019-06-30
34073,2019-06-30,2019-09-30
34073,2019-09-30,2019-12-31
34073,2019-12-31,2020-03-31
34073,2020-03-31,2020-06-30
34073,2020-06-30,2020-09-30
34073,2020-09-30,2020-12-31
34073,2020-12-31,2021-03-31
34073,2021-03-31,2021-06-30
34073,2021-06-30,2021-09-30
34073,2021-09-30,2021-12-31
34073,2021-12-31,2022-03-31
34073,2022-03-31,2022-06-30
34073,2022-06-30,2022-09-30
34073,2022-09-30,2022-12-31
34074,2013-06-30,2013-09-30
34074,2013-09-30,2013-12-31
34074,2013-12-31,2014-03-31
34074,2014-03-31,2014-06-30
34074,2014-06-30,2014-09-30
34074,2014-09-30,2014-12-31
34074,2014-12-31,2015-03-31
34074,2015-03-31,2015-06-30
34074,2015-06-30,2015-09-30
34074,2015-09-30,2015-12-31
34074,2015-12-31,2016-03-31
34074,2016-03-31,2016-06-30
34074,2016-06-30,2016-09-30
34074,2016-09-30,2016-12-31
34074,2016-12-31,2017-03-31
34074,2017-03-31,2017-06-30
34074,2017-06-30,2017-09-30
34074,2017-09-30,2017-12-31
34074,2017-12-31,2018-03-31
34074,2018-03-31,2018-06-30
34074,2018-06-30,2018-09-30
34074,2018-09-30,2018-12-31
34074,2018-12-31,2019-03-31
34074,2019-03-31,2019-06-30
34074,2019-06-30,2019-09-30
34074,2019-09-30,2019-12-31
34074,2019-12-31,2020-03-31
34074,2020-03-31,2020-06-30
34074,2020-06-30,2020-09-30
34074,2020-09-30,2020-12-31
34074,2020-12-31,2021-03-31
34074,2021-03-31,2021-06-30
34074,2021-06-30,2021-09-30
34074,2021-09-30,2021-12-31
34074,2021-12-31,2022-03-31
34074,2022-03-31,2022-06-30
34074,2022-06-30,2022-09-30
34074,2022-09-30,2022-12-31
34076,2013-06-30,2013-09-30
34076,2013-09-30,2013-12-31
34076,2013-12-31,2014-03-31
34076,2014-03-31,2014-06-30
34076,2014-06-30,2014-09-30
34076,2014-09-30,2014-12-31
34076,2014-12-31,2015-03-31
34076,2015-03-31,2015-06-30
34076,2015-06-30,2015-09-30
34076,2015-09-30,2015-12-31
34076,2015-12-31,2016-03-31
34076,2016-03-31,2016-06-30
34076,2016-06-30,2016-09-30
34076,2016-09-30,2016-12-31
34076,2016-12-31,2017-03-31
34076,2017-03-31,2017-06-30
34076,2017-06-30,2017-09-30
34076,2017-09-30,2017-12-31
34076,2017-12-31,2018-03-31
34076,2018-03-31,2018-06-30
34076,2018-06-30,2018-09-30
34076,2018-09-30,2018-12-31
34076,2018-12-31,2019-03-31
34076,2019-03-31,2019-06-30
34076,2019-06-30,2019-09-30
34076,2019-09-30,2019-12-31
34076,2019-12-31,2020-03-31
34076,2020-03-31,2020-06-30
34076,2020-06-30,2020-09-30
34076,2020-09-30,2020-12-31
34076,2020-12-31,2021-03-31
34076,2021-03-31,2021-06-30
34076,2021-06-30,2021-09-30
34076,2021-09-30,2021-12-31
34076,2021-12-31,2022-03-31
34076,2022-03-31,2022-06-30
34076,2022-06-30,2022-09-30
34087,2013-06-30,2013-09-30
34087,2013-09-30,2013-12-31
34087,2013-12-31,2014-03-31
34087,2014-03-31,2014-06-30
34087,2014-06-30,2014-09-30
34087,2014-09-30,2014-12-31
34087,2014-12-31,2015-03-31
34089,2013-06-30,2013-09-30
34089,2013-09-30,2013-12-31
34089,2013-12-31,2014-03-31
34089,2014-03-31,2014-06-30
34089,2014-06-30,2014-09-30
34089,2014-09-30,2014-12-31
34089,2014-12-31,2015-03-31
34089,2015-03-31,2015-06-30
34089,2015-06-30,2015-09-30
34089,2015-09-30,2015-12-31
34089,2015-12-31,2016-03-31
34089,2016-03-31,2016-06-30
34089,2016-06-30,2016-09-30
34089,2016-09-30,2016-12-31
34089,2016-12-31,2017-03-31
34089,2017-03-31,2017-06-30
34089,2017-06-30,2017-09-30
34089,2017-09-30,2017-12-31
34089,2017-12-31,2018-03-31
34089,2018-03-31,2018-06-30
34089,2018-06-30,2018-09-30
34089,2018-09-30,2018-12-31
34089,2018-12-31,2019-03-31
34089,2019-03-31,2019-06-30
34089,2019-06-30,2019-09-30
34089,2019-09-30,2019-12-31
34090,2013-06-30,2013-09-30
34090,2013-09-30,2013-12-31
34090,2013-12-31,2014-03-31
34090,2014-03-31,2014-06-30
34090,2014-06-30,2014-09-30
34090,2014-09-30,2014-12-31
34090,2014-12-31,2015-03-31
34090,2015-03-31,2015-06-30
34090,2015-06-30,2015-09-30
34090,2015-09-30,2015-12-31
34090,2015-12-31,2016-03-31
34090,2016-03-31,2016-06-30
34090,2016-06-30,2016-09-30
34090,2016-09-30,2016-12-31
34090,2016-12-31,2017-03-31
34090,2017-03-31,2017-06-30
34090,2017-06-30,2017-09-30
34090,2017-09-30,2017-12-31
34090,2017-12-31,2018-03-31
34090,2018-03-31,2018-06-30
34090,2018-06-30,2018-09-30
34092,2013-06-30,2013-09-30
34092,2013-09-30,2013-12-31
34092,2013-12-31,2014-03-31
34092,2014-03-31,2014-06-30
34092,2014-06-30,2014-09-30
34092,2014-09-30,2014-12-31
34092,2014-12-31,2015-03-31
34092,2015-03-31,2015-06-30
34092,2015-06-30,2015-09-30
34092,2015-09-30,2015-12-31
34092,2015-12-31,2016-03-31
34092,2016-03-31,2016-06-30
34093,2013-06-30,2013-09-30
34093,2013-09-30,2013-12-31
34093,2013-12-31,2014-03-31
34093,2014-03-31,2014-06-30
34093,2014-06-30,2014-09-30
34093,2014-09-30,2014-12-31
34093,2014-12-31,2015-03-31
34093,2015-03-31,2015-06-30
34093,2015-06-30,2015-09-30
34093,2015-09-30,2015-12-31
34093,2015-12-31,2016-03-31
34093,2016-03-31,2016-06-30
34093,2016-06-30,2016-09-30
34093,2016-09-30,2016-12-31
34098,2013-06-30,2013-09-30
34098,2013-09-30,2013-12-31
34098,2013-12-31,2014-03-31
34098,2014-03-31,2014-06-30
34098,2014-06-30,2014-09-30
34098,2014-09-30,2014-12-31
34098,2014-12-31,2015-03-31
34098,2015-03-31,2015-06-30
34098,2015-06-30,2015-09-30
34098,2015-09-30,2015-12-31
34098,2015-12-31,2016-03-31
34098,2016-03-31,2016-06-30
34098,2016-06-30,2016-09-30
34098,2016-09-30,2016-12-31
34098,2016-12-31,2017-03-31
34098,2017-03-31,2017-06-30
34098,2017-06-30,2017-09-30
34101,2013-06-30,2013-09-30
34101,2013-09-30,2013-12-31
34101,2013-12-31,2014-03-31
34101,2014-03-31,2014-06-30
34101,2014-06-30,2014-09-30
34101,2014-09-30,2014-12-31
34101,2014-12-31,2015-03-31
34101,2015-03-31,2015-06-30
34101,2015-06-30,2015-09-30
34101,2015-09-30,2015-12-31
34101,2015-12-31,2016-03-31
34101,2016-03-31,2016-06-30
34101,2016-06-30,2016-09-30
34102,2013-06-30,2013-09-30
34102,2013-09-30,2013-12-31
34102,2013-12-31,2014-03-31
34102,2014-03-31,2014-06-30
34102,2014-06-30,2014-09-30
34102,2014-09-30,2014-12-31
34102,2014-12-31,2015-03-31
34102,2015-03-31,2015-06-30
34102,2015-06-30,2015-09-30
34102,2015-09-30,2015-12-31
34102,2015-12-31,2016-03-31
34102,2016-03-31,2016-06-30
34102,2016-06-30,2016-09-30
34102,2016-09-30,2016-12-31
34102,2016-12-31,2017-03-31
34102,2017-03-31,2017-06-30
34102,2017-06-30,2017-09-30
34102,2017-09-30,2017-12-31
34102,2017-12-31,2018-03-31
34102,2018-03-31,2018-06-30
34102,2018-06-30,2018-09-30
34102,2018-09-30,2018-12-31
34102,2018-12-31,2019-03-31
34102,2019-03-31,2019-06-30
34102,2019-06-30,2019-09-30
34102,2019-09-30,2019-12-31
34102,2019-12-31,2020-03-31
34102,2020-03-31,2020-06-30
34102,2020-06-30,2020-09-30
34102,2020-09-30,2020-12-31
34102,2020-12-31,2021-03-31
34102,2021-03-31,2021-06-30
34102,2021-06-30,2021-09-30
34102,2021-09-30,2021-12-31
34102,2021-12-31,2022-03-31
34102,2022-03-31,2022-06-30
34102,2022-06-30,2022-09-30
34102,2022-09-30,2022-12-31
34106,2013-06-30,2013-09-30
34106,2013-09-30,2013-12-31
34106,2013-12-31,2014-03-31
34106,2014-03-31,2014-06-30
34106,2014-06-30,2014-09-30
34106,2014-09-30,2014-12-31
34106,2014-12-31,2015-03-31
34106,2015-03-31,2015-06-30
34106,2015-06-30,2015-09-30
34106,2015-09-30,2015-12-31
34106,2015-12-31,2016-03-31
34106,2016-03-31,2016-06-30
34106,2016-06-30,2016-09-30
34106,2016-09-30,2016-12-31
34106,2016-12-31,2017-03-31
34106,2017-03-31,2017-06-30
34106,2017-06-30,2017-09-30
34106,2017-09-30,2017-12-31
34108,2013-06-30,2013-09-30
34108,2013-09-30,2013-12-31
34108,2013-12-31,2014-03-31
34108,2014-03-31,2014-06-30
34108,2014-06-30,2014-09-30
34108,2014-09-30,2014-12-31
34108,2014-12-31,2015-03-31
34108,2015-03-31,2015-06-30
34108,2015-06-30,2015-09-30
34108,2015-09-30,2015-12-31
34108,2015-12-31,2016-03-31
34108,2016-03-31,2016-06-30
34108,2016-06-30,2016-09-30
34108,2016-09-30,2016-12-31
34108,2016-12-31,2017-03-31
34108,2017-03-31,2017-06-30
34108,2017-06-30,2017-09-30
34108,2017-09-30,2017-12-31
34108,2017-12-31,2018-03-31
34108,2018-03-31,2018-06-30
34108,2018-06-30,2018-09-30
34108,2018-09-30,2018-12-31
34108,2018-12-31,2019-03-31
34108,2019-03-31,2019-06-30
34108,2019-06-30,2019-09-30
34108,2019-09-30,2019-12-31
34108,2019-12-31,2020-03-31
34108,2020-03-31,2020-06-30
34108,2020-06-30,2020-09-30
34108,2020-09-30,2020-12-31
34108,2020-12-31,2021-03-31
34108,2021-03-31,2021-06-30
34108,2021-06-30,2021-09-30
34108,2021-09-30,2021-12-31
34108,2021-12-31,2022-03-31
34108,2022-03-31,2022-06-30
34108,2022-06-30,2022-09-30
34108,2022-09-30,2022-12-31
34110,2013-06-30,2013-09-30
34110,2013-09-30,2013-12-31
34110,2013-12-31,2014-03-31
34110,2014-03-31,2014-06-30
34110,2014-06-30,2014-09-30
34110,2014-09-30,2014-12-31
34110,2014-12-31,2015-03-31
34110,2015-03-31,2015-06-30
34110,2015-06-30,2015-09-30
34110,2015-09-30,2015-12-31
34110,2015-12-31,2016-03-31
34110,2016-03-31,2016-06-30
34110,2016-06-30,2016-09-30
34110,2016-09-30,2016-12-31
34110,2016-12-31,2017-03-31
34110,2017-03-31,2017-06-30
34110,2017-06-30,2017-09-30
34110,2017-09-30,2017-12-31
34110,2017-12-31,2018-03-31
34110,2018-03-31,2018-06-30
34110,2018-06-30,2018-09-30
34110,2018-09-30,2018-12-31
34110,2018-12-31,2019-03-31
34110,2019-03-31,2019-06-30
34110,2019-06-30,2019-09-30
34110,2019-09-30,2019-12-31
34110,2019-12-31,2020-03-31
34110,2020-03-31,2020-06-30
34110,2020-06-30,2020-09-30
34110,2020-09-30,2020-12-31
