Repeat,Metric,Comparison,Difference
277,MAE difference (pp),MLP minus Zero growth,0.0311662033476523
277,MAE difference (pp),MLP minus Ridge,-0.01112087113826199
277,MAE difference (pp),Seasonal median minus Zero growth,-0.10345391472260701
278,Precision difference (pp),Ridge minus Size-only Ridge,1.9122718086577783
278,Precision difference (pp),MLP minus Ridge,2.010340262171237
278,MAE difference (pp),MLP minus Zero growth,-0.0189712964626918
278,MAE difference (pp),MLP minus Ridge,-0.03532087043768062
278,MAE difference (pp),Seasonal median minus Zero growth,-0.11569054143581958
279,Precision difference (pp),Ridge minus Size-only Ridge,3.095576922903959
279,Precision difference (pp),MLP minus Ridge,-0.7144486081757162
279,MAE difference (pp),MLP minus Zero growth,0.006920048063545625
279,MAE difference (pp),MLP minus Ridge,-0.017780658493833368
279,MAE difference (pp),Seasonal median minus Zero growth,-0.10068602553909622
280,Precision difference (pp),Ridge minus Size-only Ridge,1.6361878556194753
280,Precision difference (pp),MLP minus Ridge,0.03607637437194333
280,MAE difference (pp),MLP minus Zero growth,0.041121808457604825
280,MAE difference (pp),MLP minus Ridge,-0.007924375603191702
280,MAE difference (pp),Seasonal median minus Zero growth,-0.10007245574373336
281,Precision difference (pp),Ridge minus Size-only Ridge,3.038083522044552
281,Precision difference (pp),MLP minus Ridge,2.5681583999431323
281,MAE difference (pp),MLP minus Zero growth,-0.005225540536149431
281,MAE difference (pp),MLP minus Ridge,-0.051084611538765756
281,MAE difference (pp),Seasonal median minus Zero growth,-0.09630582641220853
282,Precision difference (pp),Ridge minus Size-only Ridge,3.4917411199801935
282,Precision difference (pp),MLP minus Ridge,-0.45586688291749944
282,MAE difference (pp),MLP minus Zero growth,0.05140791618169249
282,MAE difference (pp),MLP minus Ridge,0.001757479392575867
282,MAE difference (pp),Seasonal median minus Zero growth,-0.09922789988583469
283,Precision difference (pp),Ridge minus Size-only Ridge,4.7976866787844745
283,Precision difference (pp),MLP minus Ridge,0.5815447396626316
283,MAE difference (pp),MLP minus Zero growth,0.04783316926812686
283,MAE difference (pp),MLP minus Ridge,-0.0028574569527441973
283,MAE difference (pp),Seasonal median minus Zero growth,-0.10410055175893573
284,Precision difference (pp),Ridge minus Size-only Ridge,2.9106360936365068
284,Precision difference (pp),MLP minus Ridge,-0.09614459501651462
284,MAE difference (pp),MLP minus Zero growth,0.04833277418921078
284,MAE difference (pp),MLP minus Ridge,-0.012819677019893394
284,MAE difference (pp),Seasonal median minus Zero growth,-0.09417121711450038
285,Precision difference (pp),Ridge minus Size-only Ridge,3.682305845806255
285,Precision difference (pp),MLP minus Ridge,1.2380675343111158
285,MAE difference (pp),MLP minus Zero growth,0.013368325370453515
285,MAE difference (pp),MLP minus Ridge,-0.03676888916968135
285,MAE difference (pp),Seasonal median minus Zero growth,-0.09530003228214534
286,Precision difference (pp),Ridge minus Size-only Ridge,2.81415090226069
286,Precision difference (pp),MLP minus Ridge,1.0680996407147703
286,MAE difference (pp),MLP minus Zero growth,-0.016858232556142827
286,MAE difference (pp),MLP minus Ridge,-0.05932967022261959
286,MAE difference (pp),Seasonal median minus Zero growth,-0.10292635083383272
287,Precision difference (pp),Ridge minus Size-only Ridge,4.286646670386799
287,Precision difference (pp),MLP minus Ridge,-2.004761393401919
287,MAE difference (pp),MLP minus Zero growth,0.07362060984238106
287,MAE difference (pp),MLP minus Ridge,0.011019919199926509
287,MAE difference (pp),Seasonal median minus Zero growth,-0.0942824536853939
288,Precision difference (pp),Ridge minus Size-only Ridge,1.6592114910349705
288,Precision difference (pp),MLP minus Ridge,-0.128679480967836
288,MAE difference (pp),MLP minus Zero growth,0.015488952593222027
288,MAE difference (pp),MLP minus Ridge,-0.020121190601668726
288,MAE difference (pp),Seasonal median minus Zero growth,-0.09916756035740093
289,Precision difference (pp),Ridge minus Size-only Ridge,3.025334238489913
289,Precision difference (pp),MLP minus Ridge,0.864847204545377
289,MAE difference (pp),MLP minus Zero growth,-0.02748476483024387
289,MAE difference (pp),MLP minus Ridge,-0.03722939844564355
289,MAE difference (pp),Seasonal median minus Zero growth,-0.1083411476055458
290,Precision difference (pp),Ridge minus Size-only Ridge,4.328804398770078
290,Precision difference (pp),MLP minus Ridge,-1.4324537797693186
290,MAE difference (pp),MLP minus Zero growth,0.03515394598523436
290,MAE difference (pp),MLP minus Ridge,-0.02023657235481835
290,MAE difference (pp),Seasonal median minus Zero growth,-0.10033799060381776
291,Precision difference (pp),Ridge minus Size-only Ridge,1.4685661706809987
291,Precision difference (pp),MLP minus Ridge,0.6584163025401074
291,MAE difference (pp),MLP minus Zero growth,-0.01647869682587544
291,MAE difference (pp),MLP minus Ridge,-0.051591592702893596
291,MAE difference (pp),Seasonal median minus Zero growth,-0.10504852831133471
292,Precision difference (pp),Ridge minus Size-only Ridge,4.083841997134508
292,Precision difference (pp),MLP minus Ridge,0.24866166767648912
292,MAE difference (pp),MLP minus Zero growth,0.021278772069484475
292,MAE difference (pp),MLP minus Ridge,-0.002782822062920687
292,MAE difference (pp),Seasonal median minus Zero growth,-0.10049910748038204
293,Precision difference (pp),Ridge minus Size-only Ridge,3.510567663522873
293,Precision difference (pp),MLP minus Ridge,-0.6042316302279638
293,MAE difference (pp),MLP minus Zero growth,0.02420752044823571
293,MAE difference (pp),MLP minus Ridge,0.008225702200972407
293,MAE difference (pp),Seasonal median minus Zero growth,-0.11720205351108337
294,Precision difference (pp),Ridge minus Size-only Ridge,2.7857338990339042
294,Precision difference (pp),MLP minus Ridge,-1.6266999266016602
294,MAE difference (pp),MLP minus Zero growth,0.0412217899637084
294,MAE difference (pp),MLP minus Ridge,0.0015413100305821104
294,MAE difference (pp),Seasonal median minus Zero growth,-0.10214785429110274
295,Precision difference (pp),Ridge minus Size-only Ridge,4.578356069360109
295,Precision difference (pp),MLP minus Ridge,-1.9052908661550934
295,MAE difference (pp),MLP minus Zero growth,0.028505854710151546
295,MAE difference (pp),MLP minus Ridge,-0.011837209351760247
295,MAE difference (pp),Seasonal median minus Zero growth,-0.08882525011081288
296,Precision difference (pp),Ridge minus Size-only Ridge,2.02979379911688
296,Precision difference (pp),MLP minus Ridge,-0.9228656328377438
296,MAE difference (pp),MLP minus Zero growth,0.03173699414693587
296,MAE difference (pp),MLP minus Ridge,-0.020732770231021824
296,MAE difference (pp),Seasonal median minus Zero growth,-0.09359965502008416
297,Precision difference (pp),Ridge minus Size-only Ridge,4.178301112873884
297,Precision difference (pp),MLP minus Ridge,-2.545233160579827
297,MAE difference (pp),MLP minus Zero growth,0.07084873161087879
297,MAE difference (pp),MLP minus Ridge,0.009525738182765586
297,MAE difference (pp),Seasonal median minus Zero growth,-0.10652811946205532
298,Precision difference (pp),Ridge minus Size-only Ridge,4.144599222533596
298,Precision difference (pp),MLP minus Ridge,0.5895290226346911
298,MAE difference (pp),MLP minus Zero growth,0.02790936031941227
298,MAE difference (pp),MLP minus Ridge,-0.017445882170620042
298,MAE difference (pp),Seasonal median minus Zero growth,-0.10976234410902475
299,Precision difference (pp),Ridge minus Size-only Ridge,4.644228668658629
299,Precision difference (pp),MLP minus Ridge,-1.4788168566446407
299,MAE difference (pp),MLP minus Zero growth,0.04704135539647458
299,MAE difference (pp),MLP minus Ridge,0.0009637120996712767
299,MAE difference (pp),Seasonal median minus Zero growth,-0.09697897403027778
300,Precision difference (pp),Ridge minus Size-only Ridge,3.7546817318003773
300,Precision difference (pp),MLP minus Ridge,-0.40834148893847955
300,MAE difference (pp),MLP minus Zero growth,0.03678875022529482
300,MAE difference (pp),MLP minus Ridge,-0.00994659324574032
300,MAE difference (pp),Seasonal median minus Zero growth,-0.09768240406417972
301,Precision difference (pp),Ridge minus Size-only Ridge,1.2292386908875574
301,Precision difference (pp),MLP minus Ridge,1.1380115199029568
301,MAE difference (pp),MLP minus Zero growth,0.038535542708633574
301,MAE difference (pp),MLP minus Ridge,-0.008588585223678447
301,MAE difference (pp),Seasonal median minus Zero growth,-0.10436140069150346
302,Precision difference (pp),Ridge minus Size-only Ridge,4.55502716861067
302,Precision difference (pp),MLP minus Ridge,-0.36190305683753976
302,MAE difference (pp),MLP minus Zero growth,0.011182444369406852
302,MAE difference (pp),MLP minus Ridge,-0.01378268648981118
302,MAE difference (pp),Seasonal median minus Zero growth,-0.11177733369463194
303,Precision difference (pp),Ridge minus Size-only Ridge,4.265923746866407
303,Precision difference (pp),MLP minus Ridge,-0.6372858576197377
303,MAE difference (pp),MLP minus Zero growth,-0.021296378273706562
303,MAE difference (pp),MLP minus Ridge,-0.059889262203002946
303,MAE difference (pp),Seasonal median minus Zero growth,-0.09761765375301135
304,Precision difference (pp),Ridge minus Size-only Ridge,3.341564685405396
304,Precision difference (pp),MLP minus Ridge,1.6082062646046724
304,MAE difference (pp),MLP minus Zero growth,0.0207665240651993
304,MAE difference (pp),MLP minus Ridge,-0.0018557541467423277
304,MAE difference (pp),Seasonal median minus Zero growth,-0.09498157879375002
305,Precision difference (pp),Ridge minus Size-only Ridge,3.6743308036210536
305,Precision difference (pp),MLP minus Ridge,-1.3892841905713327
305,MAE difference (pp),MLP minus Zero growth,0.03711436311174632
305,MAE difference (pp),MLP minus Ridge,-0.0014973685445989204
305,MAE difference (pp),Seasonal median minus Zero growth,-0.1079020066712233
306,Precision difference (pp),Ridge minus Size-only Ridge,2.8456063714705104
306,Precision difference (pp),MLP minus Ridge,-1.0596269101516147
306,MAE difference (pp),MLP minus Zero growth,0.011151082974209192
306,MAE difference (pp),MLP minus Ridge,-0.03400383998945111
306,MAE difference (pp),Seasonal median minus Zero growth,-0.10729185032588706
307,Precision difference (pp),Ridge minus Size-only Ridge,2.4390832323938323
307,Precision difference (pp),MLP minus Ridge,-0.4711597157513736
307,MAE difference (pp),MLP minus Zero growth,0.013507433868662488
307,MAE difference (pp),MLP minus Ridge,-0.02624956820097113
307,MAE difference (pp),Seasonal median minus Zero growth,-0.09669955120015139
308,Precision difference (pp),Ridge minus Size-only Ridge,1.6997198994715608
308,Precision difference (pp),MLP minus Ridge,0.7013420437417706
308,MAE difference (pp),MLP minus Zero growth,0.046431187955023656
308,MAE difference (pp),MLP minus Ridge,0.004231178485513798
308,MAE difference (pp),Seasonal median minus Zero growth,-0.10099466326939677
309,Precision difference (pp),Ridge minus Size-only Ridge,2.3726807968983272
309,Precision difference (pp),MLP minus Ridge,-0.8826408422600185
309,MAE difference (pp),MLP minus Zero growth,0.0482917854355156
309,MAE difference (pp),MLP minus Ridge,-0.011131611662499985
309,MAE difference (pp),Seasonal median minus Zero growth,-0.09604118272661566
310,Precision difference (pp),Ridge minus Size-only Ridge,2.1169106351367124
310,Precision difference (pp),MLP minus Ridge,0.6895906087417553
310,MAE difference (pp),MLP minus Zero growth,0.021473890439342558
310,MAE difference (pp),MLP minus Ridge,-0.004479450026107834
310,MAE difference (pp),Seasonal median minus Zero growth,-0.10785840293945625
311,Precision difference (pp),Ridge minus Size-only Ridge,4.152594141442997
311,Precision difference (pp),MLP minus Ridge,0.26733441780465717
311,MAE difference (pp),MLP minus Zero growth,0.005041605804438909
311,MAE difference (pp),MLP minus Ridge,-0.03133783207727037
311,MAE difference (pp),Seasonal median minus Zero growth,-0.09483748843070083
312,Precision difference (pp),Ridge minus Size-only Ridge,4.90563817970007
312,Precision difference (pp),MLP minus Ridge,-0.7899816912734559
312,MAE difference (pp),MLP minus Zero growth,0.057119733699817044
312,MAE difference (pp),MLP minus Ridge,0.0035158095665646094
312,MAE difference (pp),Seasonal median minus Zero growth,-0.10441427073338483
313,Precision difference (pp),Ridge minus Size-only Ridge,2.606743481815305
313,Precision difference (pp),MLP minus Ridge,-1.2012334432891376
313,MAE difference (pp),MLP minus Zero growth,0.026355392735135652
313,MAE difference (pp),MLP minus Ridge,-0.01795814952359187
313,MAE difference (pp),Seasonal median minus Zero growth,-0.10432383070582674
314,Precision difference (pp),Ridge minus Size-only Ridge,2.9684653783138226
314,Precision difference (pp),MLP minus Ridge,0.3971299045923471
314,MAE difference (pp),MLP minus Zero growth,0.024236084320558238
314,MAE difference (pp),MLP minus Ridge,-0.015148205993302355
314,MAE difference (pp),Seasonal median minus Zero growth,-0.10064027205934023
315,Precision difference (pp),Ridge minus Size-only Ridge,3.1621610741360273
315,Precision difference (pp),MLP minus Ridge,0.495953575631497
315,MAE difference (pp),MLP minus Zero growth,0.035221744967590674
315,MAE difference (pp),MLP minus Ridge,0.005692130730938771
315,MAE difference (pp),Seasonal median minus Zero growth,-0.1033742655063743
316,Precision difference (pp),Ridge minus Size-only Ridge,2.3727167173078323
316,Precision difference (pp),MLP minus Ridge,-0.10619592574726278
316,MAE difference (pp),MLP minus Zero growth,0.07419110098004555
316,MAE difference (pp),MLP minus Ridge,0.02366513404374082
316,MAE difference (pp),Seasonal median minus Zero growth,-0.09776578364190591
317,Precision difference (pp),Ridge minus Size-only Ridge,2.0063318991904557
317,Precision difference (pp),MLP minus Ridge,-0.3070438068011633
317,MAE difference (pp),MLP minus Zero growth,0.008495933130792555
317,MAE difference (pp),MLP minus Ridge,-0.02024190078043908
317,MAE difference (pp),Seasonal median minus Zero growth,-0.10572923868758632
318,Precision difference (pp),Ridge minus Size-only Ridge,4.9202930939749505
318,Precision difference (pp),MLP minus Ridge,-0.8061335116096219
318,MAE difference (pp),MLP minus Zero growth,0.045381887058513204
318,MAE difference (pp),MLP minus Ridge,-0.00442810314362907
318,MAE difference (pp),Seasonal median minus Zero growth,-0.10096979518323268
319,Precision difference (pp),Ridge minus Size-only Ridge,2.790723778186477
319,Precision difference (pp),MLP minus Ridge,-0.0010903109921217569
319,MAE difference (pp),MLP minus Zero growth,0.019266161012242655
319,MAE difference (pp),MLP minus Ridge,-0.0024150636004898196
319,MAE difference (pp),Seasonal median minus Zero growth,-0.11192371322391059
320,Precision difference (pp),Ridge minus Size-only Ridge,5.217401965887836
